Date,City,Property_Price,Occupancy_Rate,Inflation_Rate,Population_Age_65+,Population_Age_65_Growth,Median_Age,Income_Level,Proximity_to_Healthcare,Walkability_Score,Crime_Rate,Property_Tax_Rate,Public_Transport_Access,Government_Incentives,Environmental_Quality,Senior_Living_Vacancy_Rate,Mental_Health_Programs,Memory_Care_Availability
2017-04-01,Vaughan,932667,81,2.09,60472,1.54,48,59159,3,81,5,1,0,1,89.97171646657748,5.729827147309509,1,1
2017-05-01,Vaughan,1021994,74,2.76,57204,3.32,46,81862,4,78,9,1,1,0,78.23693094801502,13.523478009526379,1,1
2017-06-01,Vaughan,968629,94,2.34,38741,1.55,44,84111,8,70,8,2,0,1,77.46284493234364,9.566289891511417,1,1
2017-07-01,Vaughan,934413,84,3.26,56236,0.62,40,58160,3,89,6,2,0,0,73.41847656564623,11.987357051503006,1,1
2017-08-01,Vaughan,818148,85,3.31,51186,2.19,47,57368,4,66,3,2,1,1,79.59143912245065,7.197512643840673,1,0
2017-09-01,Vaughan,972592,84,3.99,64926,1.33,48,65534,8,90,6,1,1,1,90.97441544726352,5.0050998901594355,1,0
2017-10-01,Vaughan,906311,92,1.46,37863,1.57,49,72954,3,54,2,2,1,0,87.61038967172323,5.610337185732378,1,1
2017-11-01,Vaughan,782618,89,1.4,33242,1.44,41,91909,3,51,7,1,1,0,86.55600368465164,9.347517262399892,0,1
2017-12-01,Vaughan,715458,83,3.56,46517,1.13,43,62886,2,68,10,2,1,1,93.99645740368553,7.157234904656095,1,1
2018-01-01,Vaughan,852054,94,3.34,39719,1.35,46,55982,4,61,7,2,1,0,92.91422094580963,7.548008244770635,1,1
2018-02-01,Vaughan,644637,81,1.59,49021,2.79,50,41513,8,85,8,2,0,1,75.85624614902625,14.216142232804446,0,1
2018-03-01,Vaughan,841550,84,2.1,63382,1.09,42,63924,9,87,1,1,0,0,63.79556700957004,8.884633411734406,1,1
2018-04-01,Vaughan,751039,84,2.02,58587,1.54,41,68145,4,55,5,1,1,0,89.54924421849611,5.275682408358456,1,0
2018-05-01,Vaughan,832058,87,2.83,52906,1.92,44,55454,5,63,8,2,1,1,99.47159782280332,11.971445504103851,1,1
2018-06-01,Vaughan,946033,70,2.9,53386,3.15,48,62905,10,71,1,1,1,1,78.04980213461795,9.00404737210037,1,1
2018-07-01,Vaughan,600473,89,3.12,49719,1.49,41,50758,4,60,7,2,1,1,91.36529034433774,12.278776220711732,1,1
2018-08-01,Vaughan,860733,91,3.72,47686,2.88,43,59660,1,82,6,2,1,1,80.12776290315863,7.9066212134826355,0,1
2018-09-01,Vaughan,777344,72,2.42,48142,1.89,47,42695,6,86,2,2,1,1,66.02401093710371,14.416053369059945,1,1
2018-10-01,Vaughan,890638,76,3.22,45086,1.65,47,80197,2,79,1,1,1,0,98.8736836590716,13.683962094619007,1,1
2018-11-01,Vaughan,868049,91,1.58,55149,1.74,46,71959,4,81,7,1,0,1,78.0186931081903,6.689570411013186,0,1
2018-12-01,Vaughan,746095,73,2.64,54265,2.98,41,82352,5,74,7,2,1,1,63.76912355763471,11.953056776022965,1,1
2019-01-01,Vaughan,1009457,83,3.6,61328,3.49,48,49257,8,78,8,1,1,0,90.41084973611335,7.403739540314662,1,0
2019-02-01,Vaughan,919136,70,2.9,53218,3.28,50,48280,3,82,4,2,1,0,76.28547975509109,8.37317826009674,1,1
2019-03-01,Vaughan,990114,94,3.81,66239,1.78,47,57173,4,67,3,1,1,1,86.63172380790463,5.664416318179003,1,1
2019-04-01,Vaughan,858872,85,3.64,52925,0.86,44,54564,4,73,4,2,1,1,85.35535360878447,7.152982973214462,0,1
2019-05-01,Vaughan,972061,86,2.04,27149,1.38,45,49517,2,62,4,2,1,1,61.815090111212896,6.065366936083719,1,1
2019-06-01,Vaughan,807660,75,2.21,62070,0.68,46,62038,7,89,8,1,1,1,89.18941999673581,13.2014406795187,1,0
2019-07-01,Vaughan,913152,76,1.18,48246,1.7,48,65550,1,54,4,1,1,1,90.22282812398097,7.424796313956175,1,0
2019-08-01,Vaughan,819599,77,2.55,45590,1.39,49,63835,5,88,10,2,0,1,66.3724294210006,7.520468596720705,1,1
2019-09-01,Vaughan,957273,88,1.38,38689,1.33,42,80174,7,77,1,1,0,0,65.857061665956,9.103155514738896,0,1
2019-10-01,Vaughan,838662,90,2.72,58175,2.12,43,67339,5,70,5,2,1,0,83.42228749279474,11.886891509311674,0,1
2019-11-01,Vaughan,914463,75,1.37,58732,2.05,45,77252,2,56,6,1,1,0,86.95679496338145,8.912034417144252,0,1
2019-12-01,Vaughan,753971,82,3.18,75894,2.78,46,62170,7,82,10,1,1,0,74.35215522275467,9.12049225889386,1,1
2020-01-01,Vaughan,992580,76,1.09,49181,1.8,47,31233,7,60,8,1,1,1,93.1347602892079,12.915310711650552,1,1
2020-02-01,Vaughan,681790,73,1.65,71116,2.63,46,67842,8,64,3,1,0,0,63.66976203519909,8.214886927901908,1,1
2020-03-01,Vaughan,850878,73,1.58,56745,3.41,45,65848,5,86,3,1,1,1,94.75029726420223,10.743550703038778,0,1
2020-04-01,Vaughan,863675,94,2.82,47372,2.1,44,82106,7,84,6,1,1,0,97.56990891500436,8.160797186795051,1,1
2020-05-01,Vaughan,981585,74,2.88,52529,2.82,43,72558,8,63,7,1,1,1,83.9017749810888,9.158399814305689,0,0
2020-06-01,Vaughan,972380,72,2.85,49277,2.71,42,48936,3,59,5,1,1,1,84.44036993816756,5.811817053916929,1,1
2020-07-01,Vaughan,883747,88,3.19,53352,1.16,49,90360,2,60,6,1,1,0,85.62215186576192,9.871453627808089,0,1
2020-08-01,Vaughan,890024,81,2.03,48639,1.17,49,57037,5,52,2,1,1,0,79.94230561127104,8.700620628699756,1,1
2020-09-01,Vaughan,1075531,81,3.38,46689,2.49,44,67812,7,86,3,1,1,0,98.70656792585683,5.970774904736574,1,1
2020-10-01,Vaughan,900444,72,3.64,53837,3.43,41,46828,5,57,8,1,0,0,82.10079121467912,13.731840920006324,1,0
2020-11-01,Vaughan,1037891,73,1.22,52938,1.06,47,75396,3,63,10,1,1,1,64.93185865484992,9.673123781550679,1,1
2020-12-01,Vaughan,1131810,92,1.77,61647,3.26,45,63603,7,50,3,1,0,0,72.84488132232556,14.687660395681933,1,1
2021-01-01,Vaughan,1117199,71,3.15,46463,0.8,41,76612,6,62,7,1,0,1,65.1832867171969,6.906685810211732,1,1
2021-02-01,Vaughan,1030565,86,2.25,66057,2.72,45,46870,10,88,5,2,1,1,62.198562455146075,10.7397471046831,1,1
2021-03-01,Vaughan,847546,79,1.7,54416,1.45,46,73548,5,61,2,2,0,0,93.07190959054184,14.9681094032579,1,0
2021-04-01,Vaughan,698802,76,3.92,52869,1.21,40,79879,1,74,1,2,0,1,66.20238885649654,10.400934210977145,0,1
2021-05-01,Vaughan,819573,91,2.64,51650,3.26,49,35915,8,61,8,2,1,0,76.06474296316948,9.132510032332764,1,0
2021-06-01,Vaughan,892395,81,2.53,63227,2.05,42,61967,7,82,4,2,0,0,96.36895718198537,14.113081631625708,1,1
2021-07-01,Vaughan,1184701,80,1.22,45324,1.77,48,61867,1,71,2,1,1,1,90.34179683586454,5.6438410592868085,1,1
2021-08-01,Vaughan,909669,73,1.98,51871,3.41,48,51925,10,84,9,2,1,1,92.7237958018352,6.820676122780246,0,1
2021-09-01,Vaughan,810353,87,3.45,61963,1.24,48,50706,1,58,3,1,1,0,95.37544669815433,7.52171105665186,1,1
2021-10-01,Vaughan,975244,92,2.57,59513,1.43,41,55083,5,81,1,2,1,1,71.45859268580088,7.788366132106962,1,1
2021-11-01,Vaughan,979395,89,3.46,63238,3.27,44,64294,8,69,8,2,1,1,62.68701725063424,7.049576622322807,1,1
2021-12-01,Vaughan,1080445,84,2.1,48725,2.0,42,53341,3,70,6,1,1,1,78.92693032085415,13.573901695871815,1,0
2022-01-01,Vaughan,894565,85,2.28,40830,1.48,46,62336,2,60,3,2,0,1,94.78746324243411,11.722736540247368,0,1
2022-02-01,Vaughan,889995,92,2.3,54634,3.45,44,61090,9,62,4,1,0,1,80.43126472028324,7.3113186062560285,1,1
2022-03-01,Vaughan,975659,79,3.0,47952,3.4,44,42442,3,73,10,1,1,1,70.15050449379979,9.018194070843274,1,1
2022-04-01,Vaughan,1003176,72,3.98,46130,2.35,41,83539,5,87,9,1,1,1,73.60037067631622,5.648792180939385,1,1
2022-05-01,Vaughan,840559,84,1.88,38549,1.33,49,59775,10,75,7,1,0,1,85.27697125712496,6.104276364633331,1,1
2022-06-01,Vaughan,782954,75,2.38,63573,2.97,48,57452,4,53,4,2,1,1,78.14564925774835,11.324355829402904,1,0
2022-07-01,Vaughan,1120835,94,2.1,30890,3.44,45,49230,2,68,1,1,1,1,90.39144484801619,6.190053907182626,1,0
2022-08-01,Vaughan,840028,92,1.54,73174,2.04,48,43708,3,65,8,2,1,0,90.13541696062438,14.721820779667603,1,1
2022-09-01,Vaughan,742772,70,2.96,50989,1.98,48,18878,4,69,9,1,1,1,83.91285514351607,8.315442036954014,0,0
2022-10-01,Vaughan,938821,71,2.43,51000,1.62,42,56959,6,89,7,1,1,1,95.66941844231175,7.046689475939475,1,1
2022-11-01,Vaughan,888960,93,3.89,52224,0.94,50,62409,5,72,7,2,1,0,72.11963722657418,5.976282396085244,1,0
2022-12-01,Vaughan,898183,76,3.66,57148,1.69,41,32128,4,66,9,1,1,1,90.35826604846392,12.982852766484907,1,1
2023-01-01,Vaughan,1021861,83,1.83,46498,1.41,42,55482,2,86,9,2,1,0,96.06695300907941,10.063615596305084,0,0
2023-02-01,Vaughan,866107,78,1.13,46256,1.21,43,57566,10,59,3,2,1,0,95.0247207976277,8.401420207477571,0,1
2023-03-01,Vaughan,740517,87,1.71,63127,2.6,43,93102,7,60,9,2,0,1,86.59187964121834,9.524268864667055,0,1
2023-04-01,Vaughan,731347,74,2.29,65909,1.08,48,50095,4,68,8,2,1,0,72.2314725595844,10.947701672771572,0,1
2023-05-01,Vaughan,789671,78,1.66,52485,1.67,45,84636,3,88,4,1,1,1,75.13887059254614,12.468469748939771,1,1
2023-06-01,Vaughan,904364,71,3.48,56953,2.78,50,76909,5,53,5,1,0,1,72.38491571704625,11.853952459095385,1,1
2023-07-01,Vaughan,932801,78,1.9,53395,1.42,48,52576,6,56,5,2,0,1,92.97018887860031,14.7221465094627,0,0
2023-08-01,Vaughan,996395,70,3.17,39216,2.87,43,67240,2,67,2,1,1,1,91.70194965172885,9.427542857506182,1,1
2023-09-01,Vaughan,1025905,87,2.86,41128,2.35,47,74513,2,85,4,1,1,0,92.61998908414077,9.307854685287673,1,1
2023-10-01,Vaughan,869734,75,2.16,66271,2.23,50,76610,7,87,2,1,1,0,81.03474112913071,10.189812535232788,1,1
2023-11-01,Vaughan,866225,76,1.53,42018,2.13,46,71194,8,51,5,2,1,0,70.1470460638052,7.433545199182823,0,1
2023-12-01,Vaughan,803939,72,1.88,49657,2.22,44,58765,4,61,8,2,1,0,61.462631116364335,12.592134152107182,1,1
2010-01-01,Kitchener,956647,92,3.36,52745,1.93,43,77434,6,57,7,1,1,0,77.3757957550942,7.102012144525203,1,1
2010-02-01,Kitchener,1200000,76,1.12,39228,3.47,45,69951,4,76,3,2,1,1,84.20579141781175,13.444111489426634,0,1
2010-03-01,Kitchener,982329,75,2.07,62610,1.29,46,40417,3,66,3,2,0,1,77.13892392626327,8.77865991561722,0,1
2010-04-01,Kitchener,793730,87,2.4,49508,2.34,45,65138,4,53,5,2,0,1,95.23088434906755,7.17549430014358,0,1
2010-05-01,Kitchener,823392,79,2.18,43909,3.12,46,73066,10,55,3,2,1,0,65.80435268501193,9.2108513433862,0,1
2010-06-01,Kitchener,661801,72,1.17,55919,1.78,44,59713,10,71,4,1,0,1,77.55420112672023,7.707952963474134,0,1
2010-07-01,Kitchener,829626,74,3.84,50138,2.13,41,54293,8,80,7,2,0,1,65.46753278895532,8.395059072718439,1,1
2010-08-01,Kitchener,916765,94,1.27,42743,2.39,41,59442,3,60,8,1,1,0,61.40977796280625,8.950454189696678,1,0
2010-09-01,Kitchener,926140,78,3.15,45855,1.1,45,54797,8,80,6,2,0,0,84.55225604701735,11.21297034216789,0,1
2010-10-01,Kitchener,732036,79,3.24,52288,0.51,46,80279,8,60,5,2,0,0,68.43419161912041,10.588008343539963,1,1
2010-11-01,Kitchener,998522,86,2.79,36016,0.98,46,55078,6,90,4,2,0,1,64.57319978651341,7.735715735552741,1,1
2010-12-01,Kitchener,895240,89,2.85,57985,1.86,42,62719,2,66,7,1,0,0,83.41000612205835,7.4286465053126625,0,1
2011-01-01,Kitchener,825412,84,1.29,61612,3.31,43,47158,9,82,10,2,1,1,75.4579349781738,9.68690067229141,1,1
2011-02-01,Kitchener,909008,85,3.57,50586,1.54,46,76934,5,53,4,2,0,1,93.64754820284989,11.487259034753787,1,1
2011-03-01,Kitchener,814767,94,2.3,48526,2.5,45,53077,10,79,5,2,0,1,62.946442880682376,10.44855257119302,1,1
2011-04-01,Kitchener,938475,88,1.75,51797,2.32,42,74292,9,87,8,2,1,1,79.55572571454971,6.63917202943585,1,1
2011-05-01,Kitchener,857157,74,1.58,37169,1.67,50,48701,10,76,5,1,1,0,75.46528768854823,10.278963840433926,1,1
2011-06-01,Kitchener,1010426,79,3.15,55039,1.66,49,61278,8,76,7,1,1,0,82.52933234974029,8.300708004491545,1,1
2011-07-01,Kitchener,890862,95,2.78,58805,0.98,42,58700,5,56,5,2,1,0,70.0770148142657,8.675395886521823,0,1
2011-08-01,Kitchener,904167,85,1.19,34668,1.5,46,33876,4,67,8,1,1,1,72.20286549917397,12.275346564904108,1,1
2011-09-01,Kitchener,1006257,94,2.89,55894,3.12,40,37769,2,71,8,1,1,1,77.48343463837705,7.902566404358606,0,1
2011-10-01,Kitchener,915704,86,1.35,52668,2.14,44,49811,2,66,8,2,1,0,86.81639106404475,7.409855895462946,0,0
2011-11-01,Kitchener,964880,85,3.0,62040,1.21,44,81076,8,61,8,1,1,1,97.94440679163773,6.793022647416445,1,1
2011-12-01,Kitchener,1037070,74,1.2,45362,1.06,50,66075,7,60,6,2,1,1,93.26884501972742,7.115065879773624,1,0
2012-01-01,Kitchener,917452,71,2.74,46477,3.02,44,62631,6,59,1,2,0,1,78.65456475330446,10.306355823724562,1,1
2012-02-01,Kitchener,934707,86,3.82,55507,2.49,41,73023,3,50,2,1,0,1,92.22796741341128,5.716119120895183,0,1
2012-03-01,Kitchener,750214,89,1.9,44609,2.92,45,50002,6,73,9,1,1,1,89.23576216346781,12.86870269185125,1,0
2012-04-01,Kitchener,987417,75,3.6,41160,2.35,44,70410,2,71,4,1,1,1,61.87625641524602,9.02092749410997,0,0
2012-05-01,Kitchener,949926,81,1.44,44781,0.8,43,51918,2,66,6,1,1,0,60.38903500524778,11.738893989463808,1,1
2012-06-01,Kitchener,1018470,79,2.59,65353,2.25,41,47046,7,77,4,2,1,0,96.17065233943474,9.408723714950774,1,1
2012-07-01,Kitchener,647404,93,1.69,51280,1.27,44,66947,3,89,6,1,0,0,67.50292631275028,12.676191228265967,0,1
2012-08-01,Kitchener,864370,86,3.08,52968,2.5,49,56801,10,55,2,2,1,1,74.64002191002082,11.526296360752237,0,0
2012-09-01,Kitchener,749758,82,3.87,49373,3.02,49,51988,8,87,10,2,0,0,65.88800912640623,14.655469178939454,1,1
2012-10-01,Kitchener,1012646,82,2.98,69979,1.01,48,45379,4,83,2,2,0,1,76.08681708169642,11.653496322635664,1,0
2012-11-01,Kitchener,765437,82,1.13,59516,1.08,44,58845,6,85,4,2,1,0,74.2591266059133,14.798101738893552,1,0
2012-12-01,Kitchener,1026492,72,1.81,37994,2.36,49,28780,4,84,2,1,1,0,75.6995920493692,13.967781168692344,0,1
2013-01-01,Kitchener,883855,84,3.5,49299,1.73,46,61949,3,79,6,2,1,0,82.79637786756956,9.921339923973399,1,1
2013-02-01,Kitchener,917940,92,2.36,59989,2.06,50,16327,7,61,6,2,1,1,67.1094461848615,5.335931890795075,0,1
2013-03-01,Kitchener,965687,74,1.17,47524,1.95,42,70913,4,54,4,1,0,1,93.4537278314335,13.72617970196613,0,0
2013-04-01,Kitchener,885103,77,2.78,60127,2.65,41,53863,7,55,3,1,0,1,82.54419690216646,6.760281527877269,1,1
2013-05-01,Kitchener,932764,84,3.85,50574,1.83,44,88919,4,85,1,1,1,1,71.04287649463453,9.274799709858353,1,1
2013-06-01,Kitchener,900007,89,3.21,45372,1.09,43,70087,5,84,8,2,0,1,71.32996249109497,6.090231607194932,1,0
2013-07-01,Kitchener,1018689,90,1.42,63452,2.85,50,66685,7,67,8,2,1,1,77.95055553707338,6.212527121323906,1,0
2013-08-01,Kitchener,962126,80,1.05,62040,2.13,40,53145,5,62,5,1,1,0,87.34352045127729,13.510265963017416,1,0
2013-09-01,Kitchener,840518,82,1.38,50408,3.01,41,103955,10,76,4,1,0,1,87.63026624729355,11.09877127308106,0,1
2013-10-01,Kitchener,1084580,86,3.89,33192,1.64,42,71214,8,78,3,1,0,1,69.32279334779405,8.44163526751804,0,1
2013-11-01,Kitchener,968306,75,3.06,53945,1.56,50,42074,1,78,8,1,1,1,85.19204430887726,10.967039731879613,1,0
2013-12-01,Kitchener,905351,77,2.32,64960,1.6,42,55595,3,59,8,1,1,1,95.58942410015621,14.835203077227346,1,1
2014-01-01,Kitchener,974812,91,3.98,50137,2.37,48,35030,4,86,2,2,1,0,95.38284825655069,13.538223745462265,1,0
2014-02-01,Kitchener,929625,82,2.22,42343,2.13,43,55768,7,63,5,1,1,1,60.969503766566916,10.41230658761144,1,1
2014-03-01,Kitchener,823487,86,3.3,54264,2.22,49,45958,9,75,1,1,1,0,60.129917130460356,7.8125929052512975,1,1
2014-04-01,Kitchener,819036,83,2.66,38296,2.95,41,48491,5,75,2,2,1,1,69.39344196590132,7.9332750329075825,1,1
2014-05-01,Kitchener,983211,72,1.9,55470,0.67,44,58047,7,58,2,1,1,0,69.19355983194782,5.084644216173095,1,1
2014-06-01,Kitchener,901644,88,2.95,52855,0.89,44,43959,6,72,2,1,1,1,63.272756182589525,6.274155188015534,1,1
2014-07-01,Kitchener,740255,86,1.35,49261,0.88,41,59106,7,85,8,1,1,1,64.49802692934132,14.92654747252716,0,1
2014-08-01,Kitchener,1094682,78,2.51,34523,2.17,48,65244,3,65,3,2,1,1,66.80199571606637,5.735796381597515,0,0
2014-09-01,Kitchener,947830,79,3.88,50336,0.61,49,50470,5,65,7,2,1,1,63.52021001222806,11.278124290700053,1,1
2014-10-01,Kitchener,803650,80,3.04,42500,1.63,43,47291,3,52,9,1,1,0,62.61046948250636,10.630047639806971,1,1
2014-11-01,Kitchener,731591,87,2.51,55892,1.5,48,49469,9,87,6,1,1,0,61.936929056690765,8.274870088731308,1,1
2014-12-01,Kitchener,1050273,86,3.86,54177,2.01,41,61400,3,60,4,1,1,1,86.83723171816436,5.67172836895009,0,1
2015-01-01,Kitchener,907374,92,3.43,60027,0.73,42,49420,4,67,5,2,0,0,81.50259266330856,11.982869266305917,1,1
2015-02-01,Kitchener,1096886,90,2.67,47491,2.58,48,38146,10,74,6,1,0,0,62.190397247585125,9.008632388049264,0,1
2015-03-01,Kitchener,1136088,82,1.83,58774,3.36,41,57472,6,54,2,1,1,0,82.4939155574128,7.786503405228183,0,1
2015-04-01,Kitchener,939189,91,2.55,42951,3.36,42,50975,8,65,10,1,1,1,98.46067226507277,14.762096057964328,1,1
2015-05-01,Kitchener,1055359,91,2.46,53851,2.36,45,74381,4,58,5,1,1,1,84.69734081929911,13.554328533030777,0,1
2015-06-01,Kitchener,915355,85,1.1,54721,0.74,46,62088,9,50,7,1,1,1,62.108083783496674,12.530630462874,0,1
2015-07-01,Kitchener,663303,78,3.49,50762,3.3,49,75325,9,66,4,1,1,1,82.43630112281484,11.675621017861715,0,0
2015-08-01,Kitchener,905965,82,3.85,58748,0.86,46,55161,6,84,1,1,0,1,66.14774625079579,5.369623502205604,1,1
2015-09-01,Kitchener,976332,88,1.79,50684,3.29,47,85947,5,55,7,2,1,0,98.26540053910452,5.25254561691156,0,0
2015-10-01,Kitchener,817558,71,2.22,58899,3.47,48,64296,5,79,9,1,1,1,75.4598396350689,10.260908377837612,1,1
2015-11-01,Kitchener,995133,93,3.93,30890,1.18,42,47383,1,64,8,2,1,1,83.1802976973751,7.19396710563576,1,0
2015-12-01,Kitchener,1074192,82,2.01,61151,1.64,40,81142,3,75,2,1,1,1,72.86198832050849,9.89673065516562,1,1
2016-01-01,Kitchener,995359,85,3.93,44078,1.93,48,59773,8,60,2,1,1,1,85.41036554587708,11.241624559078753,0,1
2016-02-01,Kitchener,1057862,88,3.92,46813,0.79,42,42277,4,72,3,1,1,1,72.94451871005825,11.879920186356802,0,1
2016-03-01,Kitchener,1004304,71,2.8,55958,2.08,43,67957,7,51,6,1,0,1,72.43480468869892,9.40880233134864,0,1
2016-04-01,Kitchener,742513,82,3.89,62896,1.27,45,48116,6,63,5,1,0,0,88.00256689972802,12.70963024485377,0,1
2016-05-01,Kitchener,950949,75,1.77,63423,2.95,42,78428,6,68,9,1,1,0,84.62935333928581,13.706235634113131,1,1
2016-06-01,Kitchener,776039,91,1.41,54650,2.23,42,63419,2,60,2,2,0,0,77.59641775648858,9.739147504020215,1,1
2016-07-01,Kitchener,888324,71,3.24,43328,1.17,49,16860,8,79,6,2,1,1,75.20371782983274,13.383456742961048,0,0
2016-08-01,Kitchener,827147,87,1.64,42573,2.54,49,44505,7,83,6,1,0,1,73.11203874568439,7.205680736369427,1,1
2016-09-01,Kitchener,1023287,88,3.2,45313,3.46,43,74289,6,82,5,2,0,1,92.00073925793669,13.688090716314495,1,0
2016-10-01,Kitchener,938783,71,3.59,35099,2.19,44,50187,7,69,7,2,0,0,77.47262346282555,14.620584480276381,0,1
2016-11-01,Kitchener,804130,94,3.68,68210,2.04,46,62234,7,64,3,2,1,1,61.33315179905024,9.140671665768362,1,1
2016-12-01,Kitchener,866368,85,1.63,57282,2.2,49,57868,9,88,9,1,1,0,61.59705004444602,5.553885345780528,0,1
2017-01-01,Kitchener,865122,82,2.33,49282,2.77,43,49397,4,74,5,1,1,0,98.8962677884127,7.329969880529525,1,1
2017-02-01,Kitchener,818192,70,3.98,57889,1.72,46,76632,3,51,9,2,0,1,89.64610693142635,6.783750019360904,1,1
2017-03-01,Kitchener,963357,72,2.69,54878,2.79,48,61280,9,63,5,2,0,1,72.44626866923235,5.014503165911272,0,0
2017-04-01,Kitchener,782268,72,3.08,21058,1.8,47,77892,5,55,9,1,0,1,85.89387433822813,7.755824641577585,1,1
2017-05-01,Kitchener,803181,94,1.82,68384,2.23,43,31356,6,78,3,1,1,1,75.60465909177073,13.014416946695064,1,0
2017-06-01,Kitchener,820967,75,2.19,52977,0.87,46,56803,3,74,4,1,1,1,87.21090475863211,11.370344090727096,1,1
2017-07-01,Kitchener,1042040,86,2.76,60126,0.97,42,64796,8,72,3,1,1,1,64.42782382782767,12.97216666096496,1,1
2017-08-01,Kitchener,881730,88,2.84,38454,1.49,45,42611,4,68,4,2,1,1,68.42335576330578,8.255021653268894,0,0
2017-09-01,Kitchener,880645,85,3.99,48954,0.8,48,65192,7,86,2,1,0,1,96.4637269422978,12.815231510618561,1,1
2017-10-01,Kitchener,822346,92,2.35,52296,1.34,41,56426,2,74,6,1,1,1,96.82010504534473,10.849374986782369,1,1
2017-11-01,Kitchener,814046,82,1.06,39030,1.39,45,85825,9,72,5,1,0,0,91.67585806647233,9.650066322123362,1,1
2017-12-01,Kitchener,872595,75,2.53,29203,2.13,50,37059,8,86,1,1,0,0,77.67569967866602,11.420532476558895,1,1
2018-01-01,Kitchener,893906,81,3.35,61766,0.78,49,71988,10,71,2,1,1,0,92.6136730455108,7.968678510327685,1,1
2018-02-01,Kitchener,936389,74,2.43,42766,2.11,40,12011,7,69,8,2,0,0,88.1293542444929,14.777627884638743,1,0
2018-03-01,Kitchener,851334,78,2.27,42139,2.47,43,57856,9,70,10,2,0,0,87.78097987142306,10.363812857774363,1,1
2018-04-01,Kitchener,849360,88,1.13,51514,1.68,45,81016,7,56,5,1,1,0,66.39373952000922,6.618320675862214,0,1
2018-05-01,Kitchener,861537,78,3.36,36508,0.65,42,43695,3,57,2,2,1,1,73.25004987967984,10.536950860673294,0,1
2018-06-01,Kitchener,921309,86,1.45,60356,0.86,49,65169,2,64,6,2,0,1,98.92613172581011,6.812282891837701,1,1
2018-07-01,Kitchener,934337,79,1.57,57555,2.95,46,47728,8,64,2,2,1,0,68.17598475503758,13.974225712283456,0,1
2018-08-01,Kitchener,696670,92,1.1,46750,2.47,44,77928,7,60,1,2,0,1,66.76550373289895,8.92220228602028,1,0
2018-09-01,Kitchener,899315,79,2.99,61185,1.52,43,46512,3,82,8,1,1,1,80.37097167049734,9.170399589692325,1,0
2018-10-01,Kitchener,1010421,85,3.66,57265,1.51,43,65356,9,66,7,1,1,1,70.74446559641844,9.945039639589051,1,0
2018-11-01,Kitchener,964687,76,3.26,71381,1.41,43,90050,9,56,5,1,1,1,88.2771654075274,8.221944239762873,1,1
2018-12-01,Kitchener,867267,94,1.24,65826,2.3,40,61272,10,62,3,1,1,1,75.73094630635957,9.399603764622121,1,1
2019-01-01,Kitchener,838102,74,3.41,45451,2.24,50,58738,10,83,8,1,1,0,81.2214758818703,11.0916121303954,1,1
2019-02-01,Kitchener,742725,87,1.21,70133,1.39,43,52147,2,67,10,1,1,1,60.53989083537083,14.00439559598299,0,1
2019-03-01,Kitchener,785980,91,1.03,36906,2.42,41,67798,5,59,7,1,0,1,99.64913784354498,13.910608372525463,1,1
2019-04-01,Kitchener,960320,95,2.64,58348,1.2,41,57557,7,54,4,1,1,1,68.83926893332723,8.75756378506912,0,1
2019-05-01,Kitchener,886106,76,2.86,67650,2.12,42,39370,10,84,8,2,1,1,62.18212459518032,9.560662092669165,1,1
2019-06-01,Kitchener,699827,74,2.02,38649,1.53,45,46999,9,80,9,2,1,0,62.304935267366474,14.304916218764344,0,1
2019-07-01,Kitchener,951964,80,3.45,48589,1.35,43,71032,8,82,5,1,0,1,98.3757444977528,12.470677343101828,0,0
2019-08-01,Kitchener,902962,95,1.2,45796,1.76,48,74987,2,64,10,2,1,1,62.42280332655778,7.032075932604311,1,1
2019-09-01,Kitchener,1038410,70,2.98,45619,0.5,41,77089,2,72,7,1,1,1,80.48914101462131,6.573230617876479,1,1
2019-10-01,Kitchener,869355,71,1.27,46833,1.62,49,35102,7,85,6,1,1,1,67.76415068668432,5.912142787526498,0,1
2019-11-01,Kitchener,822784,76,3.05,45899,1.66,46,94972,3,71,1,1,1,0,70.26234024995806,7.195310198156194,0,1
2019-12-01,Kitchener,1072552,94,2.06,70782,2.45,49,51964,9,82,10,1,1,1,84.96552633112407,14.774204746068696,0,1
2020-01-01,Kitchener,893913,88,1.09,52413,2.58,49,56506,1,86,8,1,0,1,92.39442531221437,6.20521839792049,0,1
2020-02-01,Kitchener,894292,83,3.87,70212,2.03,49,56755,5,59,4,2,1,0,81.77040087237931,6.332297072768424,0,0
2020-03-01,Kitchener,1055115,91,3.78,57695,1.74,47,57853,3,61,7,1,1,1,66.75877022079278,5.740199902558941,0,0
2020-04-01,Kitchener,795556,85,3.39,38855,2.95,42,36267,2,70,7,2,1,0,77.12806451033492,7.385705239456931,1,1
2020-05-01,Kitchener,849233,76,1.31,47258,1.47,45,58885,3,57,3,1,1,0,99.89610827772137,10.226863911662612,1,1
2020-06-01,Kitchener,934998,87,2.41,38084,3.28,43,46990,5,64,2,1,0,1,76.26341639863236,12.819675630706586,1,0
2020-07-01,Kitchener,1060762,86,2.8,54164,2.72,41,46172,6,60,9,1,1,1,95.81261020285457,12.32062097069341,0,1
